WKT,gml_id,OBJECTID,beginLifespanVersion,endLifespanVersion,datasetName,localId,inspireId,inspireTheme,version,description,longitude,latitude,mediaMonitored,measurementRegime,mobile,resultAcquisitionSource,specialisedEMFType,processType,resultNature,environmentalMonitoringActivity,activityConditions,responsibleParty,environmentalMonitoringProgramme,environmentalMonitoringNetwork,additionalDescription,specificReference,legislationCitation,dateEnteredIntoForce,legislationLevel,linkToJournal,scale,coordinateReferenceSystem,styleLayerDescription,licence,dataProvenance,dataAccessUrl
"POINT (-9.686333332999936 51.846)",F61__10870,10870,2016-05-16T14:53:00,2016-10-12T14:20:00,Contaminants in Water Station,Kenmare River Outer Stn 2,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Kenmare River Outer Stn 2,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-9.686333333,51.846,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-10.028666665999936 51.732333333000042)",F61__10871,10871,2016-05-16T13:20:00,2016-10-12T14:20:00,Contaminants in Water Station,Kenmare River Outer Stn 3,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Kenmare River Outer Stn 3,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-10.028666666,51.732333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-8.263166665999961 51.836666666000042)",F61__10872,10872,2016-05-10T13:09:00,2016-10-12T14:20:00,Contaminants in Water Station,Cork Harbour,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Cork Harbour,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-8.263166666,51.836666666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.954333332999966 52.1485)",F61__10873,10873,2016-05-11T10:35:00,2016-10-12T14:20:00,Contaminants in Water Station,Waterford Harbour Stn 1,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Waterford Harbour Stn 1,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.954333333,52.1485,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.967166665999969 52.138)",F61__10874,10874,2016-05-11T09:36:00,2016-10-12T14:20:00,Contaminants in Water Station,Waterford Harbour Stn 2,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Waterford Harbour Stn 2,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.967166666,52.138,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.089166665999926 53.320333333000072)",F61__10875,10875,2016-05-05T10:33:00,2016-10-12T14:20:00,Contaminants in Water Station,Dublin Bay Stn 1,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Dublin Bay Stn 1,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.089166666,53.320333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.13883333299998 53.33383333300003)",F61__10876,10876,2016-05-05T07:47:00,2016-10-12T14:20:00,Contaminants in Water Station,Dublin Bay Stn 2,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Dublin Bay Stn 2,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.138833333,53.333833333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.129 52.745666666000034)",F61__10877,10877,2016-05-20T11:53:00,2016-10-12T14:20:00,Contaminants in Water Station,South Western Irish Sea Stn 1,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.South Western Irish Sea Stn 1,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.129,52.745666666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.345333332999928 52.373166666000031)",F61__10878,10878,2016-05-20T15:07:00,2016-10-12T14:20:00,Contaminants in Water Station,South Western Irish Sea Stn 2,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.South Western Irish Sea Stn 2,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.345333333,52.373166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.471166665999931 52.3615)",F61__10879,10879,2016-05-16T12:48:00,2016-10-12T14:20:00,Contaminants in Water Station,Wexford Harbour Inner,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Wexford Harbour Inner,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.471166666,52.3615,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.992 52.258)",F61__10880,10880,2016-05-17T10:30:00,2016-10-12T14:20:00,Contaminants in Water Station,Barrow Suir Nore Estuary,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Barrow Suir Nore Estuary,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.992,52.258,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.422333332999926 52.348666666000042)",F61__10881,10881,2016-05-16T11:48:00,2016-10-12T14:20:00,Contaminants in Water Station,Wexford Harbour Outer,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Wexford Harbour Outer,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-6.422333333,52.348666666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.2935 55.298333333000073)",F61__10882,10882,2016-06-15T20:48:00,2016-10-12T14:20:00,Contaminants in Water Station,Trawbreaga Bay,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Trawbreaga Bay,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-7.2935,55.298333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.877666665999925 55.149166666000042)",F61__10883,10883,2016-06-15T15:06:00,2016-10-12T14:20:00,Contaminants in Water Station,Sheephaven Bay,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Sheephaven Bay,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-7.877666666,55.149166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.559833332999971 55.059666666000055)",F61__10884,10884,2016-06-09T17:33:00,2016-10-12T14:20:00,Contaminants in Water Station,Swilly Estuary,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Swilly Estuary,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-7.559833333,55.059666666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.684333332999927 55.153333333000042)",F61__10885,10885,2016-06-16T16:00:00,2016-10-12T14:20:00,Contaminants in Water Station,Mulroy Bay - Broadwater,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Mulroy Bay - Broadwater,http://inspire.ec.europa.eu/theme/ef,2016,Contaminants in water sample station,-7.684333333,55.153333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,WFD~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
